source_folder,source_file,family,system_label,refrigerant,pi1,pi2,pi3,pi4,pi5,m_flow_g_s,m_flow_kg_s,Pin_Pa,Pout_Pa,deltaP_Pa,subcooling_K,Tin_K,rho_in_kg_m3,pcrit_Pa,tcrit_K,Aref_m2,Cd_true,dataset_sha256
newdata,fixed_data_simple_B2W65_R290.pkl,B2W65_R290,simple,R290,0.4457686958700632,0.01604432571626882,1.2618445525600082,6.279441587777329e-07,1.0073999929428121,6031.80106163025,6.03180106163025,2318986.81640625,423934.9365234375,1895051.8798828125,5.934635639190674,331.7031564069056,433.1544124393091,4251200.0,369.89,2.544690049407732e-06,58.50125684604596,07aaa2941c92270d42259117555fdea6b791250bc264a886505af82ff60c5203
newdata,fixed_data_simple_B2W65_R290.pkl,B2W65_R290,simple,R290,0.44972796973134055,0.015713287491091826,1.261031656037506,6.255903007119295e-07,1.197580814361571,8163.402061462402,8.163402061462403,2321984.86328125,410101.318359375,1911883.544921875,5.812187910079956,331.8899000645392,432.7215235538264,4251200.0,369.89,2.544690049407732e-06,78.86536741277494,07aaa2941c92270d42259117555fdea6b791250bc264a886505af82ff60c5203
newdata,fixed_data_simple_B2W65_R290.pkl,B2W65_R290,simple,R290,0.4569671007758655,0.01654884317546528,1.2543182578750613,6.062631409658605e-07,1.4656807100772873,10345.877265930165,10.345877265930165,2347008.056640625,404349.5178222656,1942658.5388183594,6.121251602172851,332.11507630106564,432.35573576304625,4251200.0,369.89,2.544690049407732e-06,99.19701061758967,07aaa2941c92270d42259117555fdea6b791250bc264a886505af82ff60c5203
newdata,fixed_data_simple_B2W65_R290.pkl,B2W65_R290,simple,R290,0.4654492746854932,0.017951750098497136,1.2465607178868892,5.841803105088779e-07,1.739213585853578,12486.661996841427,12.486661996841427,2376522.216796875,397804.2602539062,1978717.9565429688,6.640172843933105,332.2208272042649,432.3150599811045,4251200.0,369.89,2.544690049407732e-06,118.63267866480459,07aaa2941c92270d42259117555fdea6b791250bc264a886505af82ff60c5203
newdata,fixed_data_simple_B2W65_R290.pkl,B2W65_R290,simple,R290,0.4687661374472208,0.019339270943540054,1.2412499020391647,5.692175280340875e-07,2.261236190795899,17288.38623046875,17.28838623046875,2397109.375,404290.771484375,1992818.603515625,7.15340292930603,332.1398966131326,432.663525229528,4251200.0,369.89,2.544690049407732e-06,163.6046112624924,07aaa2941c92270d42259117555fdea6b791250bc264a886505af82ff60c5203
newdata,fixed_data_simple_B2W65_R290.pkl,B2W65_R290,simple,R290,0.4789310781229785,0.02063925931651522,1.2306850153351712,5.398278712029117e-07,2.5777270650863646,19731.62986755372,19.731629867553718,2439020.99609375,402989.19677734387,2036031.7993164062,7.634255628585814,332.5305934281458,432.0199446726231,4251200.0,369.89,2.544690049407732e-06,184.87104410689548,07aaa2941c92270d42259117555fdea6b791250bc264a886505af82ff60c5203
newdata,fixed_data_simple_B7W35_R290.pkl,B7W35_R290,simple,R290,0.1729113112547634,0.01355449157302734,1.7822331630188177,2.7080123763684337e-06,1.0860000038146973,5335.622205734253,5.335622205734253,1206943.359375,471862.7929687499,735080.5664062501,5.013670887947082,302.7580967549095,485.50419196088154,4251200.0,369.89,2.544690049407732e-06,78.48220914871546,04803d0ed89c1a0ee0181529125ef81854c8ec9e1b1f90a2d63a18fbd814d02a
newdata,fixed_data_simple_B7W35_R290.pkl,B7W35_R290,simple,R290,0.17635982916863915,0.014081896816186526,1.7775252045136973,2.684263034010031e-06,1.3584681320190433,7786.040029525757,7.786040029525757,1212761.23046875,463020.32470703125,749740.9057617188,5.208752813339234,302.7644699777969,485.5133431699339,4251200.0,369.89,2.544690049407732e-06,113.39934721172594,04803d0ed89c1a0ee0181529125ef81854c8ec9e1b1f90a2d63a18fbd814d02a
newdata,fixed_data_simple_B7W35_R290.pkl,B7W35_R290,simple,R290,0.17825411278635298,0.013912168364251676,1.773063047300323,2.661834065433908e-06,1.843361566066741,10495.491447448747,10.495491447448748,1218317.87109375,460523.98681640625,757793.8842773438,5.145971956253052,303.0190013061106,485.09935576026385,4251200.0,369.89,2.544690049407732e-06,152.11148028676433,04803d0ed89c1a0ee0181529125ef81854c8ec9e1b1f90a2d63a18fbd814d02a
newdata,fixed_data_simple_B7W35_R290.pkl,B7W35_R290,simple,R290,0.17987618466091193,0.014367320589196885,1.7687194121195255,2.640076084200479e-06,2.3015327453613286,13206.724653244011,13.206724653244011,1223767.08984375,459077.45361328125,764689.6362304688,5.314328212738036,303.0380681822593,485.0856915825226,4251200.0,369.89,2.544690049407732e-06,190.54317586321153,04803d0ed89c1a0ee0181529125ef81854c8ec9e1b1f90a2d63a18fbd814d02a
newdata,fixed_data_simple_B7W35_R290.pkl,B7W35_R290,simple,R290,0.18124923160482628,0.015431068862015328,1.7644323740103307,2.6186744424362968e-06,2.775000095367431,15747.491626739511,15.747491626739512,1229184.5703125,458657.8369140625,770526.7333984375,5.707798061370849,302.8303255861813,485.45783351015973,4251200.0,369.89,2.544690049407732e-06,226.25171737272868,04803d0ed89c1a0ee0181529125ef81854c8ec9e1b1f90a2d63a18fbd814d02a
newdata,fixed_data_simple_B7W35_R290.pkl,B7W35_R290,simple,R290,0.18469566773058194,0.016830624994942478,1.7510056083499996,2.552114471396263e-06,3.5918068218231203,21157.447395324714,21.157447395324716,1246408.69140625,461230.4687500001,785178.2226562499,6.2254798793792725,302.89918715768823,485.3999947392463,4251200.0,369.89,2.544690049407732e-06,301.1475774212673,04803d0ed89c1a0ee0181529125ef81854c8ec9e1b1f90a2d63a18fbd814d02a
newdata,fixed_data_simple_B7W35_R290.pkl,B7W35_R290,simple,R290,0.19205306587606885,0.016675696091568253,1.7472133567827857,2.5334441577680176e-06,4.313363008499145,25272.387161254886,25.272387161254887,1251345.21484375,434889.22119140613,816455.9936523439,6.168173227310181,303.1235062395833,485.0354096710075,4251200.0,369.89,2.544690049407732e-06,352.8931784604187,04803d0ed89c1a0ee0181529125ef81854c8ec9e1b1f90a2d63a18fbd814d02a
newdata,fixed_data_simple_B7W50_R290.pkl,B7W50_R290,simple,R290,0.28940436980937,0.015475989245334526,1.478870265787706,1.3589313402958557e-06,0.9079999923706054,4865.947141647339,4.8659471416473385,1704475.09765625,474159.24072265625,1230315.8569335938,5.724413661956787,317.18816916115463,461.16576056996934,4251200.0,369.89,2.544690049407732e-06,56.765002204859094,02e187c1237745bfb4884df0f4f97f90890cdec5e7865304c0626e4a15e9ea3f
newdata,fixed_data_simple_B7W50_R290.pkl,B7W50_R290,simple,R290,0.29190495627061924,0.014985882919127122,1.4783457556451653,1.3569237209329085e-06,1.1978471851348877,7331.2486743927,7.3312486743927,1705617.6757812502,464671.32568359375,1240946.3500976565,5.543128232955931,317.4002294145695,460.751861697811,4251200.0,369.89,2.544690049407732e-06,85.19576543728196,02e187c1237745bfb4884df0f4f97f90890cdec5e7865304c0626e4a15e9ea3f
