r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
0.4279790176836008,1,0,(-x2**2*x3**2 - x2 + x3)/x2,"div,sub,sub,x3,x2,mul,mul,mul,x2,x2,x3,x3,x2",1.7864010433654391,1.7864010433654391,False
0.42790087619045347,1,0,x1 + x2 - x3 + x3/x2,"add,x5,sub,sub,add,add,div,x3,x2,x1,x2,x5,x3",1.7875418311122253,1.7875418311122253,False
0.4276013201003154,1,0,x3/(x2*(x1*x2/x4 + x2)),"div,div,x3,x2,add,x2,div,x1,div,x4,x2",1.7919222925741012,1.7919222925741012,False
0.426694959988412,1,0,x2 + (x2*(x3 - x5) + x3)/x2,"add,x2,div,add,mul,sub,x3,x5,x2,x3,x2",1.8052464234794392,1.8052464234794392,False
0.4253500555974587,1,0,x1**2 - x2 + x4 - x5 + x3/x2,"sub,mul,x1,x1,sub,add,sub,x5,div,x3,x2,x2,x4",1.8252138273926537,1.8252138273926537,False
0.4252431908715346,1,0,-x2 + x4 - x5 + (x3 + x4)/x2,"sub,x4,sub,add,x2,x5,div,add,x4,x3,x2",1.8268105605214118,1.8268105605214118,False
0.424956392640333,1,0,-x1 - x4 - x5 + x3/x2,"sub,div,x3,x2,add,x4,add,x5,x1",1.8311032195065355,1.8311032195065355,False
0.4232758955426566,1,0,x1*(-x1 + x3*(-x1 + x5) + x5)/x2 + x4,"add,x4,mul,div,sub,add,mul,x3,sub,x5,x1,x5,x1,x2,x1",1.8564751152423187,1.8564751152423187,False
0.42268526642105086,1,0,x3*x5/x2,"div,x3,mul,x2,div,div,mul,x4,x1,mul,x4,x1,x5",1.8654819992887863,1.8654819992887863,False
0.42086789333599206,1,0,x1 + x5/(x2*x3),"add,div,div,x5,x3,x2,x1",1.893492952312932,1.893492952312932,False
0.4207129117588983,1,0,-x2 + (x1 + x5**2/(x2*(-x4 + x5)))/x3,"sub,div,add,mul,div,div,x5,sub,x5,x4,x2,x5,x1,x3,x2",1.8959025713399622,1.8959025713399622,False
0.42048903226957457,1,0,x5/(x2*x3),"div,div,x5,x3,x2",1.8993892452606786,1.8993892452606786,False
0.42048903226957457,1,0,x5/(x2*x3),"div,x5,mul,x2,x3",1.8993892452606786,1.8993892452606786,False
0.42048899412612745,1,0,x5/(x2*(x4 + x3*x4/x2**3)),"div,div,x5,add,div,x3,div,mul,x2,x2,div,x4,x2,x4,x2",1.89938983989182,1.89938983989182,False
0.4204889255533784,1,0,(-x4 + x5)/(x2*x3),"div,sub,x5,x4,mul,x2,x3",1.8993909088961813,1.8993909088961813,False
0.4204889255533784,1,0,0,"div,div,div,sub,x5,x4,div,x4,sub,x5,x5,x2,x3",1.899390908896181,1.899390908896181,False
0.4201094321371935,1,0,-x1 + x5/(x2*x3),"sub,div,sub,add,div,x5,x2,x2,x2,x3,x1",1.9053169242673749,1.9053169242673749,False
