r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time,nevals
9.746826887130737305e-01,9.743284583091735840e-01,2.668568789958953857e-01,9.727568626403808594e-01,1.630800056457519531e+01,1.447999954223632812e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.437509298324584961e+00,2.195768117904663086e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.682707190513610840e-01,5.800304412841796875e-01,1.200000000000000000e+04
9.746826887130737305e-01,9.743775129318237305e-01,3.023186922073364258e-01,9.736784100532531738e-01,1.660199928283691406e+01,1.636000061035156250e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.432209253311157227e+00,2.153561115264892578e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.725571870803833008e-01,1.136331319808959961e+00,1.250000000000000000e+04
9.746826887130737305e-01,9.746186733245849609e-01,2.798885107040405273e-01,9.737036824226379395e-01,1.642600059509277344e+01,1.747999954223632812e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,4.990000000000000000e+02,2.500000000000000000e+01,2.437575817108154297e+00,2.115998744964599609e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.724026918411254883e-01,6.448929309844970703e-01,1.300000000000000000e+04
9.746826887130737305e-01,9.743186831474304199e-01,2.871921360492706299e-01,9.731205105781555176e-01,1.635400009155273438e+01,1.419999980926513672e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,4.990000000000000000e+02,2.500000000000000000e+01,2.430201768875122070e+00,2.190001487731933594e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.711548686027526855e-01,6.748943328857421875e-01,1.350000000000000000e+04
9.746826887130737305e-01,9.745000600814819336e-01,2.871496081352233887e-01,9.737891554832458496e-01,1.627400016784667969e+01,1.507999992370605469e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.451697587966918945e+00,2.178620815277099609e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.721671938896179199e-01,7.381367683410644531e-01,1.400000000000000000e+04
9.746826887130737305e-01,9.742495417594909668e-01,2.773405611515045166e-01,9.730548858642578125e-01,1.606200027465820312e+01,1.572000026702880859e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.443338155746459961e+00,2.171141386032104492e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.706943035125732422e-01,9.555778503417968750e-01,1.450000000000000000e+04
9.746826887130737305e-01,9.746298789978027344e-01,3.002917170524597168e-01,9.739909172058105469e-01,1.620000076293945312e+01,1.600000000000000000e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.444442987442016602e+00,2.167143583297729492e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.733645319938659668e-01,9.122135639190673828e-01,1.500000000000000000e+04
9.746826887130737305e-01,9.740893244743347168e-01,3.537948727607727051e-01,9.734611511230468750e-01,1.623800086975097656e+01,1.476000022888183594e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.437606573104858398e+00,2.180105209350585938e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.719905257225036621e-01,5.967032909393310547e-01,1.550000000000000000e+04
9.746826887130737305e-01,9.744987487792968750e-01,2.953984737396240234e-01,9.726530909538269043e-01,1.604800033569335938e+01,1.580000019073486328e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.442955017089843750e+00,2.176226139068603516e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.680976271629333496e-01,7.900893688201904297e-01,1.600000000000000000e+04
9.746826887130737305e-01,9.745651483535766602e-01,2.958759069442749023e-01,9.731566309928894043e-01,1.617600059509277344e+01,1.576000022888183594e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.443263053894042969e+00,2.146067380905151367e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.696509838104248047e-01,9.012725353240966797e-01,1.650000000000000000e+04
9.746826887130737305e-01,9.741781353950500488e-01,2.999539971351623535e-01,9.729164242744445801e-01,1.613800048828125000e+01,1.752000045776367188e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,4.990000000000000000e+02,2.500000000000000000e+01,2.441128253936767578e+00,2.095717430114746094e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.707902669906616211e-01,8.933019638061523438e-01,1.700000000000000000e+04
9.746826887130737305e-01,9.744986891746520996e-01,2.941946387290954590e-01,9.729635715484619141e-01,1.626799964904785156e+01,1.636000061035156250e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,4.990000000000000000e+02,2.500000000000000000e+01,2.435357093811035156e+00,2.171434402465820312e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.692189097404479980e-01,7.203128337860107422e-01,1.750000000000000000e+04
9.746826887130737305e-01,9.744771718978881836e-01,3.087151944637298584e-01,9.735137820243835449e-01,1.604400062561035156e+01,1.443999958038330078e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.441792488098144531e+00,2.217197656631469727e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.722777009010314941e-01,5.897357463836669922e-01,1.800000000000000000e+04
9.746826887130737305e-01,9.743034839630126953e-01,2.706430852413177490e-01,9.729117751121520996e-01,1.619599914550781250e+01,1.615999984741210938e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.437250614166259766e+00,2.161480903625488281e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.698303937911987305e-01,7.831897735595703125e-01,1.850000000000000000e+04
9.746826887130737305e-01,9.740493893623352051e-01,2.973386943340301514e-01,9.739654660224914551e-01,1.616399955749511719e+01,1.400000000000000000e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.431395053863525391e+00,2.175983190536499023e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.736706018447875977e-01,6.766810417175292969e-01,1.900000000000000000e+04
9.746826887130737305e-01,9.745664000511169434e-01,2.911155521869659424e-01,9.738984704017639160e-01,1.632399940490722656e+01,1.720000076293945312e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.437753438949584961e+00,2.098383188247680664e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.725198149681091309e-01,5.530264377593994141e-01,1.950000000000000000e+04
9.746826887130737305e-01,9.745568633079528809e-01,3.170219957828521729e-01,9.738848805427551270e-01,1.604999923706054688e+01,1.431999969482421875e+01,-1.000000000000000000e+00,5.000000000000000000e+02,2.500000000000000000e+01,5.000000000000000000e+02,2.500000000000000000e+01,2.431689023971557617e+00,2.174651861190795898e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.733498096466064453e-01,8.347201347351074219e-01,2.000000000000000000e+04
